,image_path,label
2864,E:\satellite image classification\data\green_area\Forest_2108.jpg,Green_Area
2865,E:\satellite image classification\data\green_area\Forest_2109.jpg,Green_Area
2866,E:\satellite image classification\data\green_area\Forest_211.jpg,Green_Area
2867,E:\satellite image classification\data\green_area\Forest_2110.jpg,Green_Area
2868,E:\satellite image classification\data\green_area\Forest_2111.jpg,Green_Area
2869,E:\satellite image classification\data\green_area\Forest_2112.jpg,Green_Area
2870,E:\satellite image classification\data\green_area\Forest_2113.jpg,Green_Area
2871,E:\satellite image classification\data\green_area\Forest_2114.jpg,Green_Area
2872,E:\satellite image classification\data\green_area\Forest_2115.jpg,Green_Area
2873,E:\satellite image classification\data\green_area\Forest_2116.jpg,Green_Area
2874,E:\satellite image classification\data\green_area\Forest_2117.jpg,Green_Area
2875,E:\satellite image classification\data\green_area\Forest_2118.jpg,Green_Area
2876,E:\satellite image classification\data\green_area\Forest_2119.jpg,Green_Area
2877,E:\satellite image classification\data\green_area\Forest_212.jpg,Green_Area
2878,E:\satellite image classification\data\green_area\Forest_2120.jpg,Green_Area
2879,E:\satellite image classification\data\green_area\Forest_2121.jpg,Green_Area
2880,E:\satellite image classification\data\green_area\Forest_2122.jpg,Green_Area
2881,E:\satellite image classification\data\green_area\Forest_2123.jpg,Green_Area
2882,E:\satellite image classification\data\green_area\Forest_2124.jpg,Green_Area
2883,E:\satellite image classification\data\green_area\Forest_2125.jpg,Green_Area
2884,E:\satellite image classification\data\green_area\Forest_2126.jpg,Green_Area
2885,E:\satellite image classification\data\green_area\Forest_2127.jpg,Green_Area
2886,E:\satellite image classification\data\green_area\Forest_2128.jpg,Green_Area
2887,E:\satellite image classification\data\green_area\Forest_2129.jpg,Green_Area
2888,E:\satellite image classification\data\green_area\Forest_213.jpg,Green_Area
2889,E:\satellite image classification\data\green_area\Forest_2130.jpg,Green_Area
2890,E:\satellite image classification\data\green_area\Forest_2131.jpg,Green_Area
2891,E:\satellite image classification\data\green_area\Forest_2132.jpg,Green_Area
2892,E:\satellite image classification\data\green_area\Forest_2133.jpg,Green_Area
2893,E:\satellite image classification\data\green_area\Forest_2134.jpg,Green_Area
2894,E:\satellite image classification\data\green_area\Forest_2135.jpg,Green_Area
2895,E:\satellite image classification\data\green_area\Forest_2136.jpg,Green_Area
2896,E:\satellite image classification\data\green_area\Forest_2137.jpg,Green_Area
2897,E:\satellite image classification\data\green_area\Forest_2138.jpg,Green_Area
2898,E:\satellite image classification\data\green_area\Forest_2139.jpg,Green_Area
2899,E:\satellite image classification\data\green_area\Forest_214.jpg,Green_Area
2900,E:\satellite image classification\data\green_area\Forest_2140.jpg,Green_Area
2901,E:\satellite image classification\data\green_area\Forest_2141.jpg,Green_Area
2902,E:\satellite image classification\data\green_area\Forest_2142.jpg,Green_Area
2903,E:\satellite image classification\data\green_area\Forest_2143.jpg,Green_Area
2904,E:\satellite image classification\data\green_area\Forest_2144.jpg,Green_Area
2905,E:\satellite image classification\data\green_area\Forest_2145.jpg,Green_Area
2906,E:\satellite image classification\data\green_area\Forest_2146.jpg,Green_Area
2907,E:\satellite image classification\data\green_area\Forest_2147.jpg,Green_Area
2908,E:\satellite image classification\data\green_area\Forest_2148.jpg,Green_Area
2909,E:\satellite image classification\data\green_area\Forest_2149.jpg,Green_Area
2910,E:\satellite image classification\data\green_area\Forest_215.jpg,Green_Area
2911,E:\satellite image classification\data\green_area\Forest_2150.jpg,Green_Area
2912,E:\satellite image classification\data\green_area\Forest_2151.jpg,Green_Area
2913,E:\satellite image classification\data\green_area\Forest_2152.jpg,Green_Area
2914,E:\satellite image classification\data\green_area\Forest_2153.jpg,Green_Area
2915,E:\satellite image classification\data\green_area\Forest_2154.jpg,Green_Area
2916,E:\satellite image classification\data\green_area\Forest_2155.jpg,Green_Area
2917,E:\satellite image classification\data\green_area\Forest_2156.jpg,Green_Area
2918,E:\satellite image classification\data\green_area\Forest_2157.jpg,Green_Area
2919,E:\satellite image classification\data\green_area\Forest_2158.jpg,Green_Area
2920,E:\satellite image classification\data\green_area\Forest_2159.jpg,Green_Area
2921,E:\satellite image classification\data\green_area\Forest_216.jpg,Green_Area
2922,E:\satellite image classification\data\green_area\Forest_2160.jpg,Green_Area
2923,E:\satellite image classification\data\green_area\Forest_2161.jpg,Green_Area
2924,E:\satellite image classification\data\green_area\Forest_2162.jpg,Green_Area
2925,E:\satellite image classification\data\green_area\Forest_2163.jpg,Green_Area
2926,E:\satellite image classification\data\green_area\Forest_2164.jpg,Green_Area
2927,E:\satellite image classification\data\green_area\Forest_2165.jpg,Green_Area
2928,E:\satellite image classification\data\green_area\Forest_2166.jpg,Green_Area
2929,E:\satellite image classification\data\green_area\Forest_2167.jpg,Green_Area
2930,E:\satellite image classification\data\green_area\Forest_2168.jpg,Green_Area
2931,E:\satellite image classification\data\green_area\Forest_2169.jpg,Green_Area
2932,E:\satellite image classification\data\green_area\Forest_217.jpg,Green_Area
2933,E:\satellite image classification\data\green_area\Forest_2170.jpg,Green_Area
2934,E:\satellite image classification\data\green_area\Forest_2171.jpg,Green_Area
2935,E:\satellite image classification\data\green_area\Forest_2172.jpg,Green_Area
2936,E:\satellite image classification\data\green_area\Forest_2173.jpg,Green_Area
2937,E:\satellite image classification\data\green_area\Forest_2174.jpg,Green_Area
2938,E:\satellite image classification\data\green_area\Forest_2175.jpg,Green_Area
2939,E:\satellite image classification\data\green_area\Forest_2176.jpg,Green_Area
2940,E:\satellite image classification\data\green_area\Forest_2177.jpg,Green_Area
2941,E:\satellite image classification\data\green_area\Forest_2178.jpg,Green_Area
2942,E:\satellite image classification\data\green_area\Forest_2179.jpg,Green_Area
2943,E:\satellite image classification\data\green_area\Forest_218.jpg,Green_Area
2944,E:\satellite image classification\data\green_area\Forest_2180.jpg,Green_Area
2945,E:\satellite image classification\data\green_area\Forest_2181.jpg,Green_Area
2946,E:\satellite image classification\data\green_area\Forest_2182.jpg,Green_Area
2947,E:\satellite image classification\data\green_area\Forest_2183.jpg,Green_Area
2948,E:\satellite image classification\data\green_area\Forest_2184.jpg,Green_Area
2949,E:\satellite image classification\data\green_area\Forest_2185.jpg,Green_Area
2950,E:\satellite image classification\data\green_area\Forest_2186.jpg,Green_Area
2951,E:\satellite image classification\data\green_area\Forest_2187.jpg,Green_Area
2952,E:\satellite image classification\data\green_area\Forest_2188.jpg,Green_Area
2953,E:\satellite image classification\data\green_area\Forest_2189.jpg,Green_Area
2954,E:\satellite image classification\data\green_area\Forest_219.jpg,Green_Area
2955,E:\satellite image classification\data\green_area\Forest_2190.jpg,Green_Area
2956,E:\satellite image classification\data\green_area\Forest_2191.jpg,Green_Area
2957,E:\satellite image classification\data\green_area\Forest_2192.jpg,Green_Area
2958,E:\satellite image classification\data\green_area\Forest_2193.jpg,Green_Area
2959,E:\satellite image classification\data\green_area\Forest_2194.jpg,Green_Area
2960,E:\satellite image classification\data\green_area\Forest_2195.jpg,Green_Area
2961,E:\satellite image classification\data\green_area\Forest_2196.jpg,Green_Area
2962,E:\satellite image classification\data\green_area\Forest_2197.jpg,Green_Area
2963,E:\satellite image classification\data\green_area\Forest_2198.jpg,Green_Area
2964,E:\satellite image classification\data\green_area\Forest_2199.jpg,Green_Area
2965,E:\satellite image classification\data\green_area\Forest_22.jpg,Green_Area
2966,E:\satellite image classification\data\green_area\Forest_220.jpg,Green_Area
2967,E:\satellite image classification\data\green_area\Forest_2200.jpg,Green_Area
2968,E:\satellite image classification\data\green_area\Forest_2201.jpg,Green_Area
2969,E:\satellite image classification\data\green_area\Forest_2202.jpg,Green_Area
2970,E:\satellite image classification\data\green_area\Forest_2203.jpg,Green_Area
2971,E:\satellite image classification\data\green_area\Forest_2204.jpg,Green_Area
2972,E:\satellite image classification\data\green_area\Forest_2205.jpg,Green_Area
2973,E:\satellite image classification\data\green_area\Forest_2206.jpg,Green_Area
2974,E:\satellite image classification\data\green_area\Forest_2207.jpg,Green_Area
2975,E:\satellite image classification\data\green_area\Forest_2208.jpg,Green_Area
2976,E:\satellite image classification\data\green_area\Forest_2209.jpg,Green_Area
2977,E:\satellite image classification\data\green_area\Forest_221.jpg,Green_Area
2978,E:\satellite image classification\data\green_area\Forest_2210.jpg,Green_Area
2979,E:\satellite image classification\data\green_area\Forest_2211.jpg,Green_Area
2980,E:\satellite image classification\data\green_area\Forest_2212.jpg,Green_Area
2981,E:\satellite image classification\data\green_area\Forest_2213.jpg,Green_Area
2982,E:\satellite image classification\data\green_area\Forest_2214.jpg,Green_Area
2983,E:\satellite image classification\data\green_area\Forest_2215.jpg,Green_Area
2984,E:\satellite image classification\data\green_area\Forest_2216.jpg,Green_Area
2985,E:\satellite image classification\data\green_area\Forest_2217.jpg,Green_Area
2986,E:\satellite image classification\data\green_area\Forest_2218.jpg,Green_Area
2987,E:\satellite image classification\data\green_area\Forest_2219.jpg,Green_Area
2988,E:\satellite image classification\data\green_area\Forest_222.jpg,Green_Area
2989,E:\satellite image classification\data\green_area\Forest_2220.jpg,Green_Area
2990,E:\satellite image classification\data\green_area\Forest_2221.jpg,Green_Area
2991,E:\satellite image classification\data\green_area\Forest_2222.jpg,Green_Area
2992,E:\satellite image classification\data\green_area\Forest_2223.jpg,Green_Area
2993,E:\satellite image classification\data\green_area\Forest_2224.jpg,Green_Area
2994,E:\satellite image classification\data\green_area\Forest_2225.jpg,Green_Area
2995,E:\satellite image classification\data\green_area\Forest_2226.jpg,Green_Area
2996,E:\satellite image classification\data\green_area\Forest_2227.jpg,Green_Area
2997,E:\satellite image classification\data\green_area\Forest_2228.jpg,Green_Area
2998,E:\satellite image classification\data\green_area\Forest_2229.jpg,Green_Area
2999,E:\satellite image classification\data\green_area\Forest_223.jpg,Green_Area
3000,E:\satellite image classification\data\green_area\Forest_2230.jpg,Green_Area
3001,E:\satellite image classification\data\green_area\Forest_2231.jpg,Green_Area
3002,E:\satellite image classification\data\green_area\Forest_2232.jpg,Green_Area
3003,E:\satellite image classification\data\green_area\Forest_2233.jpg,Green_Area
3004,E:\satellite image classification\data\green_area\Forest_2234.jpg,Green_Area
3005,E:\satellite image classification\data\green_area\Forest_2235.jpg,Green_Area
3006,E:\satellite image classification\data\green_area\Forest_2236.jpg,Green_Area
3007,E:\satellite image classification\data\green_area\Forest_2237.jpg,Green_Area
3008,E:\satellite image classification\data\green_area\Forest_2238.jpg,Green_Area
3009,E:\satellite image classification\data\green_area\Forest_2239.jpg,Green_Area
3010,E:\satellite image classification\data\green_area\Forest_224.jpg,Green_Area
3011,E:\satellite image classification\data\green_area\Forest_2240.jpg,Green_Area
3012,E:\satellite image classification\data\green_area\Forest_2241.jpg,Green_Area
3013,E:\satellite image classification\data\green_area\Forest_2242.jpg,Green_Area
3014,E:\satellite image classification\data\green_area\Forest_2243.jpg,Green_Area
3015,E:\satellite image classification\data\green_area\Forest_2244.jpg,Green_Area
3016,E:\satellite image classification\data\green_area\Forest_2245.jpg,Green_Area
3017,E:\satellite image classification\data\green_area\Forest_2246.jpg,Green_Area
3018,E:\satellite image classification\data\green_area\Forest_2247.jpg,Green_Area
3019,E:\satellite image classification\data\green_area\Forest_2248.jpg,Green_Area
3020,E:\satellite image classification\data\green_area\Forest_2249.jpg,Green_Area
3021,E:\satellite image classification\data\green_area\Forest_225.jpg,Green_Area
3022,E:\satellite image classification\data\green_area\Forest_2250.jpg,Green_Area
3023,E:\satellite image classification\data\green_area\Forest_2251.jpg,Green_Area
3024,E:\satellite image classification\data\green_area\Forest_2252.jpg,Green_Area
3025,E:\satellite image classification\data\green_area\Forest_2253.jpg,Green_Area
3026,E:\satellite image classification\data\green_area\Forest_2254.jpg,Green_Area
3027,E:\satellite image classification\data\green_area\Forest_2255.jpg,Green_Area
3028,E:\satellite image classification\data\green_area\Forest_2256.jpg,Green_Area
3029,E:\satellite image classification\data\green_area\Forest_2257.jpg,Green_Area
3030,E:\satellite image classification\data\green_area\Forest_2258.jpg,Green_Area
3031,E:\satellite image classification\data\green_area\Forest_2259.jpg,Green_Area
3032,E:\satellite image classification\data\green_area\Forest_226.jpg,Green_Area
3033,E:\satellite image classification\data\green_area\Forest_2260.jpg,Green_Area
3034,E:\satellite image classification\data\green_area\Forest_2261.jpg,Green_Area
3035,E:\satellite image classification\data\green_area\Forest_2262.jpg,Green_Area
3036,E:\satellite image classification\data\green_area\Forest_2263.jpg,Green_Area
3037,E:\satellite image classification\data\green_area\Forest_2264.jpg,Green_Area
3038,E:\satellite image classification\data\green_area\Forest_2265.jpg,Green_Area
3039,E:\satellite image classification\data\green_area\Forest_2266.jpg,Green_Area
3040,E:\satellite image classification\data\green_area\Forest_2267.jpg,Green_Area
3041,E:\satellite image classification\data\green_area\Forest_2268.jpg,Green_Area
3042,E:\satellite image classification\data\green_area\Forest_2269.jpg,Green_Area
3043,E:\satellite image classification\data\green_area\Forest_227.jpg,Green_Area
3044,E:\satellite image classification\data\green_area\Forest_2270.jpg,Green_Area
3045,E:\satellite image classification\data\green_area\Forest_2271.jpg,Green_Area
3046,E:\satellite image classification\data\green_area\Forest_2272.jpg,Green_Area
3047,E:\satellite image classification\data\green_area\Forest_2273.jpg,Green_Area
3048,E:\satellite image classification\data\green_area\Forest_2274.jpg,Green_Area
3049,E:\satellite image classification\data\green_area\Forest_2275.jpg,Green_Area
3050,E:\satellite image classification\data\green_area\Forest_2276.jpg,Green_Area
3051,E:\satellite image classification\data\green_area\Forest_2277.jpg,Green_Area
3052,E:\satellite image classification\data\green_area\Forest_2278.jpg,Green_Area
3053,E:\satellite image classification\data\green_area\Forest_2279.jpg,Green_Area
3054,E:\satellite image classification\data\green_area\Forest_228.jpg,Green_Area
3055,E:\satellite image classification\data\green_area\Forest_2280.jpg,Green_Area
3056,E:\satellite image classification\data\green_area\Forest_2281.jpg,Green_Area
3057,E:\satellite image classification\data\green_area\Forest_2282.jpg,Green_Area
3058,E:\satellite image classification\data\green_area\Forest_2283.jpg,Green_Area
3059,E:\satellite image classification\data\green_area\Forest_2284.jpg,Green_Area
3060,E:\satellite image classification\data\green_area\Forest_2285.jpg,Green_Area
3061,E:\satellite image classification\data\green_area\Forest_2286.jpg,Green_Area
3062,E:\satellite image classification\data\green_area\Forest_2287.jpg,Green_Area
3063,E:\satellite image classification\data\green_area\Forest_2288.jpg,Green_Area
3064,E:\satellite image classification\data\green_area\Forest_2289.jpg,Green_Area
3065,E:\satellite image classification\data\green_area\Forest_229.jpg,Green_Area
3066,E:\satellite image classification\data\green_area\Forest_2290.jpg,Green_Area
3067,E:\satellite image classification\data\green_area\Forest_2291.jpg,Green_Area
3068,E:\satellite image classification\data\green_area\Forest_2292.jpg,Green_Area
3069,E:\satellite image classification\data\green_area\Forest_2293.jpg,Green_Area
3070,E:\satellite image classification\data\green_area\Forest_2294.jpg,Green_Area
3071,E:\satellite image classification\data\green_area\Forest_2295.jpg,Green_Area
3072,E:\satellite image classification\data\green_area\Forest_2296.jpg,Green_Area
3073,E:\satellite image classification\data\green_area\Forest_2297.jpg,Green_Area
3074,E:\satellite image classification\data\green_area\Forest_2298.jpg,Green_Area
3075,E:\satellite image classification\data\green_area\Forest_2299.jpg,Green_Area
3076,E:\satellite image classification\data\green_area\Forest_23.jpg,Green_Area
3077,E:\satellite image classification\data\green_area\Forest_230.jpg,Green_Area
3078,E:\satellite image classification\data\green_area\Forest_2300.jpg,Green_Area
3079,E:\satellite image classification\data\green_area\Forest_2301.jpg,Green_Area
3080,E:\satellite image classification\data\green_area\Forest_2302.jpg,Green_Area
3081,E:\satellite image classification\data\green_area\Forest_2303.jpg,Green_Area
3082,E:\satellite image classification\data\green_area\Forest_2304.jpg,Green_Area
3083,E:\satellite image classification\data\green_area\Forest_2305.jpg,Green_Area
3084,E:\satellite image classification\data\green_area\Forest_2306.jpg,Green_Area
3085,E:\satellite image classification\data\green_area\Forest_2307.jpg,Green_Area
3086,E:\satellite image classification\data\green_area\Forest_2308.jpg,Green_Area
3087,E:\satellite image classification\data\green_area\Forest_2309.jpg,Green_Area
3088,E:\satellite image classification\data\green_area\Forest_231.jpg,Green_Area
3089,E:\satellite image classification\data\green_area\Forest_2310.jpg,Green_Area
3090,E:\satellite image classification\data\green_area\Forest_2311.jpg,Green_Area
3091,E:\satellite image classification\data\green_area\Forest_2312.jpg,Green_Area
3092,E:\satellite image classification\data\green_area\Forest_2313.jpg,Green_Area
3093,E:\satellite image classification\data\green_area\Forest_2314.jpg,Green_Area
3094,E:\satellite image classification\data\green_area\Forest_2315.jpg,Green_Area
3095,E:\satellite image classification\data\green_area\Forest_2316.jpg,Green_Area
3096,E:\satellite image classification\data\green_area\Forest_2317.jpg,Green_Area
3097,E:\satellite image classification\data\green_area\Forest_2318.jpg,Green_Area
3098,E:\satellite image classification\data\green_area\Forest_2319.jpg,Green_Area
3099,E:\satellite image classification\data\green_area\Forest_232.jpg,Green_Area
3100,E:\satellite image classification\data\green_area\Forest_2320.jpg,Green_Area
3101,E:\satellite image classification\data\green_area\Forest_2321.jpg,Green_Area
3102,E:\satellite image classification\data\green_area\Forest_2322.jpg,Green_Area
3103,E:\satellite image classification\data\green_area\Forest_2340.jpg,Green_Area
3104,E:\satellite image classification\data\green_area\Forest_2347.jpg,Green_Area
3105,E:\satellite image classification\data\green_area\Forest_2359.jpg,Green_Area
3106,E:\satellite image classification\data\green_area\Forest_2360.jpg,Green_Area
3107,E:\satellite image classification\data\green_area\Forest_2362.jpg,Green_Area
3108,E:\satellite image classification\data\green_area\Forest_2378.jpg,Green_Area
3109,E:\satellite image classification\data\green_area\Forest_2392.jpg,Green_Area
3110,E:\satellite image classification\data\green_area\Forest_2396.jpg,Green_Area
3111,E:\satellite image classification\data\green_area\Forest_2417.jpg,Green_Area
3112,E:\satellite image classification\data\green_area\Forest_242.jpg,Green_Area
3113,E:\satellite image classification\data\green_area\Forest_2437.jpg,Green_Area
3114,E:\satellite image classification\data\green_area\Forest_2443.jpg,Green_Area
3115,E:\satellite image classification\data\green_area\Forest_2454.jpg,Green_Area
3116,E:\satellite image classification\data\green_area\Forest_2457.jpg,Green_Area
3117,E:\satellite image classification\data\green_area\Forest_2459.jpg,Green_Area
3118,E:\satellite image classification\data\green_area\Forest_2469.jpg,Green_Area
3119,E:\satellite image classification\data\green_area\Forest_2495.jpg,Green_Area
3120,E:\satellite image classification\data\green_area\Forest_2497.jpg,Green_Area
3121,E:\satellite image classification\data\green_area\Forest_2498.jpg,Green_Area
3122,E:\satellite image classification\data\green_area\Forest_2505.jpg,Green_Area
3123,E:\satellite image classification\data\green_area\Forest_2507.jpg,Green_Area
3124,E:\satellite image classification\data\green_area\Forest_2521.jpg,Green_Area
3125,E:\satellite image classification\data\green_area\Forest_2525.jpg,Green_Area
3126,E:\satellite image classification\data\green_area\Forest_2531.jpg,Green_Area
3127,E:\satellite image classification\data\green_area\Forest_2543.jpg,Green_Area
3128,E:\satellite image classification\data\green_area\Forest_2548.jpg,Green_Area
3129,E:\satellite image classification\data\green_area\Forest_2550.jpg,Green_Area
3130,E:\satellite image classification\data\green_area\Forest_2565.jpg,Green_Area
3131,E:\satellite image classification\data\green_area\Forest_2607.jpg,Green_Area
3132,E:\satellite image classification\data\green_area\Forest_2714.jpg,Green_Area
3133,E:\satellite image classification\data\green_area\Forest_2722.jpg,Green_Area
3134,E:\satellite image classification\data\green_area\Forest_2751.jpg,Green_Area
3135,E:\satellite image classification\data\green_area\Forest_2802.jpg,Green_Area
3136,E:\satellite image classification\data\green_area\Forest_2803.jpg,Green_Area
3137,E:\satellite image classification\data\green_area\Forest_2804.jpg,Green_Area
3138,E:\satellite image classification\data\green_area\Forest_2805.jpg,Green_Area
3139,E:\satellite image classification\data\green_area\Forest_2806.jpg,Green_Area
3140,E:\satellite image classification\data\green_area\Forest_2807.jpg,Green_Area
3141,E:\satellite image classification\data\green_area\Forest_2808.jpg,Green_Area
3142,E:\satellite image classification\data\green_area\Forest_2809.jpg,Green_Area
3143,E:\satellite image classification\data\green_area\Forest_281.jpg,Green_Area
3144,E:\satellite image classification\data\green_area\Forest_2810.jpg,Green_Area
3145,E:\satellite image classification\data\green_area\Forest_2811.jpg,Green_Area
3146,E:\satellite image classification\data\green_area\Forest_2812.jpg,Green_Area
3147,E:\satellite image classification\data\green_area\Forest_2813.jpg,Green_Area
3148,E:\satellite image classification\data\green_area\Forest_2814.jpg,Green_Area
3149,E:\satellite image classification\data\green_area\Forest_2815.jpg,Green_Area
3150,E:\satellite image classification\data\green_area\Forest_2816.jpg,Green_Area
3151,E:\satellite image classification\data\green_area\Forest_2817.jpg,Green_Area
3152,E:\satellite image classification\data\green_area\Forest_2818.jpg,Green_Area
3153,E:\satellite image classification\data\green_area\Forest_2819.jpg,Green_Area
3154,E:\satellite image classification\data\green_area\Forest_282.jpg,Green_Area
3155,E:\satellite image classification\data\green_area\Forest_2820.jpg,Green_Area
3156,E:\satellite image classification\data\green_area\Forest_2821.jpg,Green_Area
3157,E:\satellite image classification\data\green_area\Forest_2822.jpg,Green_Area
3158,E:\satellite image classification\data\green_area\Forest_2823.jpg,Green_Area
3159,E:\satellite image classification\data\green_area\Forest_2824.jpg,Green_Area
3160,E:\satellite image classification\data\green_area\Forest_2825.jpg,Green_Area
3161,E:\satellite image classification\data\green_area\Forest_2826.jpg,Green_Area
3162,E:\satellite image classification\data\green_area\Forest_2827.jpg,Green_Area
3163,E:\satellite image classification\data\green_area\Forest_2828.jpg,Green_Area
3164,E:\satellite image classification\data\green_area\Forest_2829.jpg,Green_Area
3165,E:\satellite image classification\data\green_area\Forest_283.jpg,Green_Area
3166,E:\satellite image classification\data\green_area\Forest_2830.jpg,Green_Area
3167,E:\satellite image classification\data\green_area\Forest_2831.jpg,Green_Area
3168,E:\satellite image classification\data\green_area\Forest_2832.jpg,Green_Area
3169,E:\satellite image classification\data\green_area\Forest_2833.jpg,Green_Area
3170,E:\satellite image classification\data\green_area\Forest_2834.jpg,Green_Area
3171,E:\satellite image classification\data\green_area\Forest_2835.jpg,Green_Area
3172,E:\satellite image classification\data\green_area\Forest_2836.jpg,Green_Area
3173,E:\satellite image classification\data\green_area\Forest_2837.jpg,Green_Area
3174,E:\satellite image classification\data\green_area\Forest_2838.jpg,Green_Area
3175,E:\satellite image classification\data\green_area\Forest_2839.jpg,Green_Area
3176,E:\satellite image classification\data\green_area\Forest_284.jpg,Green_Area
3177,E:\satellite image classification\data\green_area\Forest_2840.jpg,Green_Area
3178,E:\satellite image classification\data\green_area\Forest_2841.jpg,Green_Area
3179,E:\satellite image classification\data\green_area\Forest_2842.jpg,Green_Area
3180,E:\satellite image classification\data\green_area\Forest_2843.jpg,Green_Area
3181,E:\satellite image classification\data\green_area\Forest_2844.jpg,Green_Area
3182,E:\satellite image classification\data\green_area\Forest_2845.jpg,Green_Area
3183,E:\satellite image classification\data\green_area\Forest_2846.jpg,Green_Area
3184,E:\satellite image classification\data\green_area\Forest_2847.jpg,Green_Area
3185,E:\satellite image classification\data\green_area\Forest_2848.jpg,Green_Area
3186,E:\satellite image classification\data\green_area\Forest_2849.jpg,Green_Area
3187,E:\satellite image classification\data\green_area\Forest_285.jpg,Green_Area
3188,E:\satellite image classification\data\green_area\Forest_2850.jpg,Green_Area
3189,E:\satellite image classification\data\green_area\Forest_2851.jpg,Green_Area
3190,E:\satellite image classification\data\green_area\Forest_2852.jpg,Green_Area
3191,E:\satellite image classification\data\green_area\Forest_2853.jpg,Green_Area
3192,E:\satellite image classification\data\green_area\Forest_2854.jpg,Green_Area
3193,E:\satellite image classification\data\green_area\Forest_2855.jpg,Green_Area
3194,E:\satellite image classification\data\green_area\Forest_2856.jpg,Green_Area
3195,E:\satellite image classification\data\green_area\Forest_2857.jpg,Green_Area
3196,E:\satellite image classification\data\green_area\Forest_2858.jpg,Green_Area
3197,E:\satellite image classification\data\green_area\Forest_2859.jpg,Green_Area
3198,E:\satellite image classification\data\green_area\Forest_286.jpg,Green_Area
3199,E:\satellite image classification\data\green_area\Forest_2860.jpg,Green_Area
3200,E:\satellite image classification\data\green_area\Forest_2861.jpg,Green_Area
3201,E:\satellite image classification\data\green_area\Forest_2862.jpg,Green_Area
3202,E:\satellite image classification\data\green_area\Forest_2863.jpg,Green_Area
3203,E:\satellite image classification\data\green_area\Forest_2864.jpg,Green_Area
3204,E:\satellite image classification\data\green_area\Forest_2865.jpg,Green_Area
3205,E:\satellite image classification\data\green_area\Forest_2866.jpg,Green_Area
3206,E:\satellite image classification\data\green_area\Forest_2867.jpg,Green_Area
3207,E:\satellite image classification\data\green_area\Forest_2868.jpg,Green_Area
3208,E:\satellite image classification\data\green_area\Forest_2869.jpg,Green_Area
3209,E:\satellite image classification\data\green_area\Forest_287.jpg,Green_Area
3210,E:\satellite image classification\data\green_area\Forest_2870.jpg,Green_Area
3211,E:\satellite image classification\data\green_area\Forest_2871.jpg,Green_Area
3212,E:\satellite image classification\data\green_area\Forest_2872.jpg,Green_Area
3213,E:\satellite image classification\data\green_area\Forest_2873.jpg,Green_Area
3214,E:\satellite image classification\data\green_area\Forest_2874.jpg,Green_Area
3215,E:\satellite image classification\data\green_area\Forest_2875.jpg,Green_Area
3216,E:\satellite image classification\data\green_area\Forest_2876.jpg,Green_Area
3217,E:\satellite image classification\data\green_area\Forest_2877.jpg,Green_Area
3218,E:\satellite image classification\data\green_area\Forest_2878.jpg,Green_Area
3219,E:\satellite image classification\data\green_area\Forest_2879.jpg,Green_Area
3220,E:\satellite image classification\data\green_area\Forest_288.jpg,Green_Area
3221,E:\satellite image classification\data\green_area\Forest_2880.jpg,Green_Area
3222,E:\satellite image classification\data\green_area\Forest_2881.jpg,Green_Area
3223,E:\satellite image classification\data\green_area\Forest_2882.jpg,Green_Area
3224,E:\satellite image classification\data\green_area\Forest_2883.jpg,Green_Area
3225,E:\satellite image classification\data\green_area\Forest_2884.jpg,Green_Area
3226,E:\satellite image classification\data\green_area\Forest_2885.jpg,Green_Area
3227,E:\satellite image classification\data\green_area\Forest_2886.jpg,Green_Area
3228,E:\satellite image classification\data\green_area\Forest_2887.jpg,Green_Area
3229,E:\satellite image classification\data\green_area\Forest_2888.jpg,Green_Area
3230,E:\satellite image classification\data\green_area\Forest_2889.jpg,Green_Area
3231,E:\satellite image classification\data\green_area\Forest_289.jpg,Green_Area
3232,E:\satellite image classification\data\green_area\Forest_2890.jpg,Green_Area
3233,E:\satellite image classification\data\green_area\Forest_2891.jpg,Green_Area
3234,E:\satellite image classification\data\green_area\Forest_2892.jpg,Green_Area
3235,E:\satellite image classification\data\green_area\Forest_2893.jpg,Green_Area
3236,E:\satellite image classification\data\green_area\Forest_2894.jpg,Green_Area
3237,E:\satellite image classification\data\green_area\Forest_2895.jpg,Green_Area
3238,E:\satellite image classification\data\green_area\Forest_2896.jpg,Green_Area
3239,E:\satellite image classification\data\green_area\Forest_2897.jpg,Green_Area
3240,E:\satellite image classification\data\green_area\Forest_2898.jpg,Green_Area
3241,E:\satellite image classification\data\green_area\Forest_2899.jpg,Green_Area
3242,E:\satellite image classification\data\green_area\Forest_29.jpg,Green_Area
3243,E:\satellite image classification\data\green_area\Forest_290.jpg,Green_Area
3244,E:\satellite image classification\data\green_area\Forest_2900.jpg,Green_Area
3245,E:\satellite image classification\data\green_area\Forest_2901.jpg,Green_Area
3246,E:\satellite image classification\data\green_area\Forest_2902.jpg,Green_Area
3247,E:\satellite image classification\data\green_area\Forest_2903.jpg,Green_Area
3248,E:\satellite image classification\data\green_area\Forest_2904.jpg,Green_Area
3249,E:\satellite image classification\data\green_area\Forest_2905.jpg,Green_Area
3250,E:\satellite image classification\data\green_area\Forest_2906.jpg,Green_Area
3251,E:\satellite image classification\data\green_area\Forest_2907.jpg,Green_Area
3252,E:\satellite image classification\data\green_area\Forest_2908.jpg,Green_Area
